text,label
i have a feeling we might be surprised at what our kids will live up to,5
i spent so much time being a victim feeling inadequate not good enough unworthy not fit to even read more detail,0
i feel like they always surprise me and they always challenge me and i m so appreciative of that,1
i should have grown used to of it but even by that time whenever my auto would start nearing your home my stomach would start feeling weird you know the similar ones like when you are participating in an elocution competition in school and it s your turn after minutes,5
i feel frustrated,3
when i met my boyfriend with another girl,3
i no longer feel like i have to be super honest,1
i have explained my feelings of inadequacy to him and he has been so supportive and quick to be there to help out with the baby or pariah,2
i also feel carefree again,1
i feel drained enough but my breast has this achy feeling like a sore muscle that it gets sometimes,0
i feel enthralled i feel alive when i out and about away from the predictable together with the vagaries,5
i think people from feel they are very clever but i do not believe they understand real life,1
i feeling is funny because its totally unnecessary,5
i read some of the handbook to him about hormones and the retrieval process and recovery times and side effects and never ending injections and i started feeling sorts of overwhelmed again,5
